flight_id,date,origin_city,destination_city,duration_hours,distance_miles,popularity,day
446,2025-03-02,Dubai,Sydney,14.4,7497,3,sunday
447,2025-03-02,Sydney,Paris,22.2,10570,4,sunday
448,2025-03-03,Singapore,Los Angeles,15.3,8777,6,monday
449,2025-03-03,London,Sydney,23.4,10701,9,monday
450,2025-03-03,Singapore,Paris,14.4,7105,1,monday
451,2025-03-03,Dubai,Tokyo,12.2,5002,1,monday
452,2025-03-03,New York,Lima,8.1,3765,9,monday
453,2025-03-03,New York,Nairobi,13.5,7449,1,monday
454,2025-03-03,Paris,Sydney,22.5,10539,2,monday
455,2025-03-03,Paris,Los Angeles,10.6,5701,9,monday
456,2025-03-03,Tokyo,Dubai,12.2,5039,1,monday
457,2025-03-04,New York,Paris,7.4,3804,3,tuesday
458,2025-03-04,Los Angeles,Sydney,15.5,7529,10,tuesday
459,2025-03-04,New York,Sydney,23.1,10118,4,tuesday
460,2025-03-04,Tokyo,Dubai,12.4,4954,3,tuesday
461,2025-03-04,London,Sydney,23.6,10649,7,tuesday
462,2025-03-04,Lima,Los Angeles,8.7,4272,8,tuesday
463,2025-03-04,Sydney,Paris,22.4,10659,3,tuesday
464,2025-03-04,New York,Los Angeles,6.2,2494,8,tuesday
465,2025-03-04,Tokyo,Sydney,10,5040,5,tuesday
466,2025-03-05,Los Angeles,Paris,10.6,5732,7,wednesday
467,2025-03-05,Sydney,London,23.4,10753,6,wednesday
468,2025-03-05,Tokyo,Dubai,12.3,4951,6,wednesday
469,2025-03-05,Sydney,Dubai,14.5,7614,1,wednesday
470,2025-03-05,Dubai,Los Angeles,16.1,8344,7,wednesday
471,2025-03-06,Paris,Nairobi,8.2,4062,4,thursday
472,2025-03-06,Sydney,New York,23.2,9957,6,thursday
473,2025-03-06,Paris,Singapore,14.1,6963,1,thursday
474,2025-03-06,Sydney,Dubai,14.6,7558,5,thursday
475,2025-03-06,Dubai,London,7.1,3470,7,thursday
476,2025-03-06,London,Paris,1.4,390,7,thursday
477,2025-03-07,London,Singapore,15.2,6954,9,friday
478,2025-03-07,Paris,Los Angeles,10.8,5718,4,friday
479,2025-03-07,Tokyo,Paris,13.9,6203,6,friday
480,2025-03-07,London,New York,7.3,3574,10,friday
481,2025-03-07,Los Angeles,New York,6.4,2464,10,friday
482,2025-03-07,Dubai,Paris,7,3341,10,friday
483,2025-03-07,Sydney,Los Angeles,15.6,7581,8,friday
484,2025-03-07,New York,Nairobi,13.9,7407,3,friday
485,2025-03-08,Dubai,New York,13,6887,8,saturday
486,2025-03-08,Paris,London,1.3,274,7,saturday
487,2025-03-08,Lima,Los Angeles,8.9,4317,1,saturday
488,2025-03-08,Singapore,London,15.2,6742,1,saturday
489,2025-03-08,Singapore,Paris,14.2,7061,8,saturday
490,2025-03-08,Sydney,Los Angeles,15.7,7613,1,saturday
491,2025-03-09,New York,London,7.5,3481,4,sunday
492,2025-03-09,London,Paris,1.5,273,5,sunday
493,2025-03-09,London,Tokyo,11.8,6075,10,sunday
494,2025-03-09,Paris,Tokyo,13.9,6121,4,sunday
495,2025-03-09,Tokyo,Dubai,12.2,5072,5,sunday
496,2025-03-09,Los Angeles,Sydney,15.6,7654,6,sunday
497,2025-03-09,Tokyo,Los Angeles,12.3,5592,10,sunday
498,2025-03-09,Paris,Nairobi,8.4,4105,3,sunday
499,2025-03-09,Tokyo,London,11.5,6225,5,sunday
500,2025-03-10,London,New York,7.3,3477,7,monday
501,2025-03-10,Paris,Tokyo,14,6038,8,monday
502,2025-03-10,Tokyo,Singapore,6.9,3372,9,monday
503,2025-03-10,New York,Paris,7.5,3727,5,monday
504,2025-03-10,Paris,Tokyo,14.1,6039,3,monday
505,2025-03-10,London,Dubai,7,3486,1,monday
506,2025-03-11,Lima,New York,8.2,3803,10,tuesday
507,2025-03-11,Sydney,London,23.5,10625,2,tuesday
508,2025-03-11,Tokyo,Dubai,12.2,5055,9,tuesday
509,2025-03-11,Paris,Singapore,14.5,7035,3,tuesday
510,2025-03-11,Tokyo,London,11.8,6203,9,tuesday
511,2025-03-11,Dubai,Singapore,7.9,3752,4,tuesday
512,2025-03-11,Dubai,Sydney,14.7,7613,5,tuesday
513,2025-03-11,Tokyo,New York,14.3,7008,10,tuesday
514,2025-03-12,Dubai,Sydney,14.4,7499,1,wednesday
515,2025-03-12,Paris,Los Angeles,10.5,5801,2,wednesday
516,2025-03-12,New York,London,7.4,3618,4,wednesday
517,2025-03-12,New York,Tokyo,14.3,6805,4,wednesday
518,2025-03-12,Singapore,Paris,14.3,7199,9,wednesday
519,2025-03-12,Nairobi,London,8.9,4352,1,wednesday
520,2025-03-13,Tokyo,New York,14.3,6925,1,thursday
521,2025-03-13,Los Angeles,Lima,8.7,4249,2,thursday
522,2025-03-13,New York,London,7.3,3524,5,thursday
523,2025-03-13,Dubai,New York,13.2,6871,6,thursday
524,2025-03-13,Singapore,Tokyo,6.9,3309,1,thursday
525,2025-03-13,Tokyo,Paris,13.9,6154,9,thursday
526,2025-03-14,Dubai,Paris,7.2,3380,5,friday
527,2025-03-14,Paris,Nairobi,8.5,4139,8,friday
528,2025-03-14,Paris,Nairobi,8.4,4097,5,friday
529,2025-03-14,Lima,New York,8.2,3763,1,friday
530,2025-03-14,Tokyo,Dubai,12.2,5000,8,friday
531,2025-03-14,Tokyo,Sydney,10.2,4913,10,friday
532,2025-03-14,Lima,Los Angeles,8.9,4264,10,friday
533,2025-03-14,Los Angeles,Dubai,15.9,8337,10,friday
534,2025-03-14,New York,Sydney,23.2,9997,6,friday
535,2025-03-14,New York,Lima,8.2,3680,6,friday
536,2025-03-15,Dubai,New York,13.1,6910,9,saturday
537,2025-03-15,Singapore,London,15.2,6856,2,saturday
538,2025-03-15,Tokyo,London,11.5,5994,6,saturday
539,2025-03-15,Sydney,Dubai,14.3,7640,10,saturday
540,2025-03-15,London,New York,7.3,3496,10,saturday
541,2025-03-15,Dubai,Singapore,7.6,3679,6,saturday
542,2025-03-15,Tokyo,New York,14.6,6776,7,saturday
543,2025-03-15,London,Nairobi,8.7,4343,10,saturday
544,2025-03-15,Dubai,Los Angeles,16.3,8340,4,saturday
545,2025-03-16,Paris,Los Angeles,10.6,5793,4,sunday
546,2025-03-16,Paris,Sydney,22.3,10619,2,sunday
547,2025-03-16,Nairobi,Dubai,5.2,2295,6,sunday
548,2025-03-16,Dubai,Sydney,14.6,7503,8,sunday
549,2025-03-16,Paris,London,1.4,251,3,sunday
550,2025-03-16,Dubai,Los Angeles,16.2,8373,7,sunday
551,2025-03-17,Nairobi,Paris,8.2,4261,5,monday
552,2025-03-17,Tokyo,Sydney,9.9,4910,10,monday
553,2025-03-17,Paris,Sydney,22.3,10551,2,monday
554,2025-03-17,New York,Paris,7.6,3663,7,monday
555,2025-03-17,New York,Los Angeles,6.2,2462,8,monday
556,2025-03-17,Dubai,Singapore,7.8,3729,1,monday
557,2025-03-17,Paris,Sydney,22.3,10741,4,monday
558,2025-03-17,Paris,New York,7.9,3859,9,monday
559,2025-03-18,Singapore,Tokyo,7,3317,5,tuesday
560,2025-03-18,London,New York,7.5,3654,1,tuesday
561,2025-03-18,Tokyo,Paris,13.8,6094,10,tuesday
562,2025-03-18,Dubai,Paris,6.9,3263,5,tuesday
563,2025-03-18,Tokyo,New York,14.6,6778,7,tuesday
564,2025-03-18,Sydney,Los Angeles,15.7,7563,5,tuesday
565,2025-03-18,London,Nairobi,8.7,4273,3,tuesday
566,2025-03-19,Paris,New York,7.7,3685,2,wednesday
567,2025-03-19,Singapore,Dubai,7.5,3683,4,wednesday
568,2025-03-19,Singapore,Los Angeles,15.2,8799,3,wednesday
569,2025-03-19,London,Singapore,15.5,6831,6,wednesday
570,2025-03-19,Los Angeles,Paris,10.6,5832,6,wednesday
571,2025-03-19,Singapore,London,15.4,6747,3,wednesday
572,2025-03-19,Los Angeles,Tokyo,12,5613,6,wednesday
573,2025-03-19,Paris,Sydney,22.3,10739,5,wednesday
574,2025-03-19,Sydney,London,23.4,10600,9,wednesday
575,2025-03-19,New York,Los Angeles,6.3,2450,1,wednesday
576,2025-03-20,Paris,London,1.4,292,1,thursday
577,2025-03-20,Paris,New York,7.5,3775,2,thursday
578,2025-03-20,New York,Sydney,23.3,9971,8,thursday
579,2025-03-20,London,Tokyo,11.7,6071,6,thursday
580,2025-03-20,Dubai,Paris,7.1,3449,8,thursday
581,2025-03-20,Dubai,Sydney,14.4,7525,1,thursday
582,2025-03-20,Dubai,Sydney,14.3,7673,8,thursday
583,2025-03-20,Dubai,Tokyo,12.2,5048,9,thursday
584,2025-03-21,Tokyo,Los Angeles,12,5492,8,friday
585,2025-03-21,Paris,London,1.5,287,6,friday
586,2025-03-21,Tokyo,Los Angeles,12.1,5493,9,friday
587,2025-03-21,London,Los Angeles,11.5,5484,7,friday
588,2025-03-21,Paris,New York,7.5,3638,6,friday
589,2025-03-21,Paris,London,1.6,297,8,friday
590,2025-03-21,Singapore,Paris,14.3,6997,8,friday
591,2025-03-21,Los Angeles,London,11.4,5483,5,friday
592,2025-03-21,Los Angeles,Dubai,16.1,8428,10,friday
593,2025-03-21,New York,Paris,7.4,3760,8,friday
594,2025-03-22,Lima,Los Angeles,8.7,4213,8,saturday
595,2025-03-22,New York,Nairobi,13.7,7457,4,saturday
596,2025-03-22,Singapore,Dubai,7.6,3841,4,saturday
597,2025-03-22,Tokyo,Los Angeles,11.9,5535,7,saturday
598,2025-03-22,New York,London,7.2,3508,9,saturday
599,2025-03-22,Los Angeles,Lima,8.7,4279,4,saturday
600,2025-03-22,New York,Los Angeles,6.2,2618,2,saturday
601,2025-03-22,Tokyo,Los Angeles,12.1,5503,10,saturday
602,2025-03-22,Dubai,Tokyo,12.2,4962,1,saturday
603,2025-03-23,Paris,Singapore,14.1,6981,8,sunday
604,2025-03-23,Tokyo,Dubai,12.2,4935,2,sunday
605,2025-03-23,Dubai,Los Angeles,15.9,8510,6,sunday
606,2025-03-23,Dubai,Sydney,14.3,7720,10,sunday
607,2025-03-23,Los Angeles,Sydney,15.6,7598,10,sunday
608,2025-03-23,New York,London,7.6,3578,6,sunday
609,2025-03-23,New York,Nairobi,13.6,7431,2,sunday
610,2025-03-23,New York,Dubai,13.3,6935,2,sunday
611,2025-03-23,Los Angeles,Sydney,15.6,7549,4,sunday
612,2025-03-24,Los Angeles,Singapore,15.2,8892,9,monday
613,2025-03-24,London,Nairobi,8.8,4278,8,monday
614,2025-03-24,New York,Sydney,23.1,10022,1,monday
615,2025-03-24,Los Angeles,Singapore,15.3,8827,1,monday
616,2025-03-24,Paris,Singapore,14.1,6993,10,monday
617,2025-03-24,Dubai,Los Angeles,16.3,8370,9,monday
618,2025-03-24,Nairobi,London,8.6,4250,5,monday
619,2025-03-24,Dubai,Tokyo,12.2,5087,2,monday
620,2025-03-25,New York,London,7.3,3495,5,tuesday
621,2025-03-25,Paris,New York,7.5,3678,9,tuesday
622,2025-03-25,Paris,New York,7.9,3731,5,tuesday
623,2025-03-25,Los Angeles,Tokyo,12,5623,10,tuesday
624,2025-03-25,London,New York,7.7,3561,4,tuesday
625,2025-03-26,Sydney,New York,23.2,10089,7,wednesday
626,2025-03-26,Dubai,Paris,6.8,3391,10,wednesday
627,2025-03-26,Dubai,London,7.2,3506,10,wednesday
628,2025-03-26,Sydney,Paris,22.6,10574,4,wednesday
629,2025-03-26,Dubai,Los Angeles,16.1,8320,4,wednesday
630,2025-03-26,Los Angeles,Lima,8.9,4214,5,wednesday
631,2025-03-26,Dubai,Los Angeles,16,8360,7,wednesday
632,2025-03-26,Los Angeles,Tokyo,12.1,5491,1,wednesday
633,2025-03-26,Dubai,Paris,6.7,3332,3,wednesday
634,2025-03-27,Tokyo,New York,14.4,6898,10,thursday
635,2025-03-27,Sydney,London,23.6,10607,8,thursday
636,2025-03-27,Dubai,Los Angeles,16,8351,5,thursday
637,2025-03-27,Los Angeles,Sydney,15.5,7514,2,thursday
638,2025-03-27,London,Sydney,23.7,10770,9,thursday
639,2025-03-27,London,Singapore,15.4,6791,7,thursday
640,2025-03-27,Sydney,Dubai,14.4,7533,10,thursday
641,2025-03-28,Dubai,Los Angeles,16.3,8448,5,friday
642,2025-03-28,Dubai,Paris,6.9,3265,2,friday
643,2025-03-28,Singapore,Los Angeles,15.3,8802,5,friday
644,2025-03-28,New York,Nairobi,13.7,7424,4,friday
645,2025-03-28,New York,Paris,7.4,3803,5,friday
646,2025-03-29,Tokyo,New York,14.4,6792,10,saturday
647,2025-03-29,Tokyo,Los Angeles,12,5586,8,saturday
648,2025-03-29,Paris,Sydney,22.2,10672,2,saturday
649,2025-03-29,Tokyo,Dubai,12.2,4958,1,saturday
650,2025-03-29,Tokyo,Sydney,10.1,5003,9,saturday
651,2025-03-30,London,Los Angeles,11.5,5605,5,sunday
652,2025-03-30,Tokyo,Dubai,12.3,4954,6,sunday
653,2025-03-30,Los Angeles,London,11.3,5571,4,sunday
654,2025-03-30,Los Angeles,Sydney,15.5,7632,3,sunday
655,2025-03-30,Paris,Los Angeles,10.9,5769,2,sunday
656,2025-03-30,Nairobi,Paris,8.3,4084,5,sunday
657,2025-03-30,Singapore,Tokyo,6.9,3366,3,sunday
658,2025-03-30,Los Angeles,Paris,10.9,5730,7,sunday
659,2025-03-30,Dubai,Singapore,7.8,3701,5,sunday
660,2025-03-31,London,Tokyo,11.8,6018,7,monday
661,2025-03-31,Paris,Nairobi,8.4,4129,5,monday
662,2025-03-31,Los Angeles,Lima,8.9,4194,5,monday
663,2025-03-31,London,Los Angeles,11.3,5494,9,monday
664,2025-03-31,New York,Dubai,13.1,6950,10,monday
665,2025-03-31,Los Angeles,Paris,10.8,5689,3,monday
666,2025-03-31,Singapore,Dubai,7.7,3636,7,monday
667,2025-03-31,Singapore,Tokyo,6.8,3374,3,monday
668,2025-04-01,Sydney,London,23.3,10721,7,tuesday
669,2025-04-01,Nairobi,London,8.7,4395,9,tuesday
670,2025-04-01,Los Angeles,Sydney,15.5,7653,6,tuesday
671,2025-04-01,Los Angeles,London,11.4,5571,1,tuesday
672,2025-04-01,Dubai,Singapore,7.8,3849,8,tuesday
673,2025-04-02,Los Angeles,London,11.4,5571,2,wednesday
674,2025-04-02,Los Angeles,Lima,8.8,4188,4,wednesday
675,2025-04-02,London,Sydney,23.4,10618,10,wednesday
676,2025-04-02,Paris,Sydney,22.3,10544,1,wednesday
677,2025-04-02,New York,Dubai,13,6958,3,wednesday
678,2025-04-03,Paris,Tokyo,13.8,6117,6,thursday
679,2025-04-03,Singapore,Paris,14.2,7075,9,thursday
680,2025-04-03,Lima,New York,8.4,3661,10,thursday
681,2025-04-03,Los Angeles,Paris,10.5,5728,2,thursday
682,2025-04-03,London,Sydney,23.4,10595,4,thursday
683,2025-04-03,Tokyo,London,11.6,6309,10,thursday
684,2025-04-03,New York,Nairobi,13.7,7397,2,thursday
685,2025-04-03,Tokyo,Dubai,12.3,5026,3,thursday
686,2025-04-03,Tokyo,London,11.6,6181,8,thursday
687,2025-04-04,Lima,New York,8.4,3681,10,friday
688,2025-04-04,Los Angeles,Singapore,15.2,8807,10,friday
689,2025-04-04,London,Tokyo,11.5,6020,8,friday
690,2025-04-04,Paris,Singapore,14.3,6985,1,friday
691,2025-04-04,Tokyo,Singapore,6.9,3408,6,friday
692,2025-04-05,Los Angeles,Tokyo,12,5588,7,saturday
693,2025-04-05,Tokyo,Sydney,9.9,4935,2,saturday
694,2025-04-05,New York,Tokyo,14.4,6748,8,saturday
695,2025-04-05,Dubai,London,7,3591,5,saturday
696,2025-04-05,Dubai,Paris,6.8,3295,2,saturday
697,2025-04-06,Los Angeles,London,11.3,5478,9,sunday
698,2025-04-06,Los Angeles,Tokyo,12,5622,2,sunday
699,2025-04-06,New York,Los Angeles,6.2,2471,3,sunday
700,2025-04-06,Singapore,Paris,14,7024,2,sunday
701,2025-04-06,Tokyo,Dubai,12.2,4978,7,sunday
702,2025-04-06,Singapore,Tokyo,7,3371,1,sunday
703,2025-04-07,Sydney,Tokyo,10,4959,8,monday
704,2025-04-07,Nairobi,London,8.6,4238,7,monday
705,2025-04-07,Singapore,Los Angeles,15.3,8830,3,monday
706,2025-04-07,Singapore,Tokyo,7,3489,5,monday
707,2025-04-07,Los Angeles,Tokyo,12,5550,4,monday
708,2025-04-08,Nairobi,Dubai,5.2,2351,10,tuesday
709,2025-04-08,London,Dubai,7.2,3482,5,tuesday
710,2025-04-08,New York,Tokyo,14.5,6742,3,tuesday
711,2025-04-08,Nairobi,Paris,8.2,4092,1,tuesday
712,2025-04-08,Paris,New York,7.6,3769,3,tuesday
713,2025-04-08,Dubai,London,7.1,3529,9,tuesday
714,2025-04-08,London,Singapore,15.2,6821,9,tuesday
715,2025-04-08,London,Tokyo,11.9,6003,1,tuesday
716,2025-04-09,Dubai,Paris,7,3288,6,wednesday
717,2025-04-09,Singapore,Los Angeles,15.3,8786,7,wednesday
718,2025-04-09,New York,London,7.3,3470,1,wednesday
719,2025-04-09,Dubai,Nairobi,5.3,2324,3,wednesday
720,2025-04-09,Dubai,Singapore,7.6,3661,4,wednesday
721,2025-04-09,Dubai,Paris,6.8,3278,7,wednesday
722,2025-04-09,Lima,New York,8.2,3754,10,wednesday
723,2025-04-09,Tokyo,New York,14.6,6828,1,wednesday
724,2025-04-09,Los Angeles,Singapore,15.2,8802,3,wednesday
725,2025-04-10,Los Angeles,Tokyo,11.9,5558,1,thursday
726,2025-04-10,Singapore,Dubai,7.5,3671,9,thursday
727,2025-04-10,Nairobi,Paris,8.4,4070,10,thursday
728,2025-04-10,New York,Tokyo,14.4,6876,10,thursday
729,2025-04-10,Sydney,New York,23.2,10049,1,thursday
730,2025-04-10,Nairobi,Paris,8.3,4044,8,thursday
731,2025-04-10,Tokyo,New York,14.5,6806,9,thursday
732,2025-04-10,London,Tokyo,11.8,6066,7,thursday
733,2025-04-10,Singapore,Tokyo,6.8,3304,8,thursday
734,2025-04-11,Singapore,Los Angeles,15.2,8843,8,friday
735,2025-04-11,New York,Los Angeles,6.1,2491,1,friday
736,2025-04-11,Singapore,Tokyo,6.8,3416,10,friday
737,2025-04-11,Paris,Tokyo,13.9,6066,7,friday
738,2025-04-11,Lima,Los Angeles,8.9,4295,10,friday
739,2025-04-11,Singapore,London,15.4,6828,5,friday
740,2025-04-11,Dubai,Singapore,7.6,3851,2,friday
741,2025-04-11,Tokyo,Dubai,12.3,4928,4,friday
742,2025-04-11,Tokyo,Paris,13.8,6086,7,friday
743,2025-04-11,Tokyo,New York,14.3,6812,1,friday
744,2025-04-12,Lima,New York,8.2,3674,4,saturday
745,2025-04-12,Los Angeles,Dubai,16,8414,5,saturday
746,2025-04-12,Dubai,London,7.3,3427,8,saturday
747,2025-04-12,Sydney,Dubai,14.3,7560,2,saturday
748,2025-04-12,Tokyo,Sydney,10,4964,8,saturday
749,2025-04-13,Dubai,New York,13.1,6921,3,sunday
750,2025-04-13,New York,Paris,7.8,3699,2,sunday
751,2025-04-13,London,Sydney,23.4,10629,10,sunday
752,2025-04-13,Tokyo,Sydney,10,4880,8,sunday
753,2025-04-13,Paris,Dubai,6.7,3266,2,sunday
754,2025-04-13,London,Sydney,23.3,10640,1,sunday
755,2025-04-13,New York,London,7.4,3569,9,sunday
756,2025-04-13,London,New York,7.4,3708,7,sunday
757,2025-04-13,Dubai,Los Angeles,16,8416,5,sunday
758,2025-04-13,Tokyo,Singapore,7,3394,8,sunday
759,2025-04-14,Dubai,Nairobi,5.1,2361,8,monday
760,2025-04-14,Sydney,London,23.4,10627,1,monday
761,2025-04-14,Sydney,Tokyo,9.9,4904,4,monday
762,2025-04-14,Tokyo,New York,14.7,6805,10,monday
763,2025-04-14,Dubai,Los Angeles,16,8321,9,monday
764,2025-04-15,Singapore,Tokyo,6.9,3346,3,tuesday
765,2025-04-15,London,Nairobi,8.9,4316,1,tuesday
766,2025-04-15,Los Angeles,Tokyo,12.2,5487,3,tuesday
767,2025-04-15,Dubai,New York,13.3,6894,7,tuesday
768,2025-04-15,Dubai,Nairobi,5.2,2304,2,tuesday
769,2025-04-15,London,New York,7.2,3511,5,tuesday
770,2025-04-15,New York,Sydney,23.4,10080,7,tuesday
771,2025-04-15,Paris,New York,7.4,3634,6,tuesday
772,2025-04-16,Nairobi,New York,13.6,7356,7,wednesday
773,2025-04-16,New York,Tokyo,14.7,6756,8,wednesday
774,2025-04-16,Nairobi,New York,13.9,7436,6,wednesday
775,2025-04-16,Los Angeles,Lima,8.7,4186,10,wednesday
776,2025-04-16,Tokyo,Sydney,10.2,4990,1,wednesday
777,2025-04-16,Singapore,London,15.2,6746,1,wednesday
778,2025-04-17,Lima,New York,8.2,3743,10,thursday
779,2025-04-17,Dubai,Nairobi,5.4,2289,10,thursday
780,2025-04-17,New York,Tokyo,14.4,6768,3,thursday
781,2025-04-17,Paris,Dubai,6.9,3360,10,thursday
782,2025-04-17,New York,Los Angeles,6.6,2519,10,thursday
783,2025-04-17,London,Paris,1.7,219,9,thursday
784,2025-04-17,Los Angeles,Paris,10.6,5677,7,thursday
785,2025-04-17,Nairobi,Paris,8.1,4058,7,thursday
786,2025-04-17,Tokyo,Sydney,10.1,4899,8,thursday
787,2025-04-17,Sydney,New York,23.3,9954,6,thursday
788,2025-04-18,Dubai,Nairobi,5.2,2253,6,friday
789,2025-04-18,Paris,Dubai,6.7,3310,4,friday
790,2025-04-18,Dubai,Singapore,7.6,3697,9,friday
791,2025-04-18,Tokyo,Los Angeles,12.2,5510,2,friday
792,2025-04-18,Tokyo,Sydney,10,4968,5,friday
793,2025-04-18,New York,Dubai,13,6851,1,friday
794,2025-04-19,Sydney,Paris,22.4,10583,6,saturday
795,2025-04-19,Los Angeles,Singapore,15.2,8782,5,saturday
796,2025-04-19,Nairobi,Paris,8.2,4070,1,saturday
797,2025-04-19,Sydney,Tokyo,10,5056,5,saturday
798,2025-04-19,Singapore,Tokyo,7.2,3555,5,saturday
799,2025-04-19,Paris,Tokyo,14,6103,1,saturday
800,2025-04-19,Los Angeles,Paris,10.5,5826,2,saturday
801,2025-04-19,Singapore,Tokyo,6.8,3331,4,saturday
802,2025-04-19,London,Nairobi,8.7,4324,9,saturday
803,2025-04-20,Los Angeles,New York,6.4,2517,1,sunday
804,2025-04-20,London,Singapore,15.3,6814,4,sunday
805,2025-04-20,Tokyo,Dubai,12.3,4948,2,sunday
806,2025-04-20,New York,Los Angeles,6.2,2526,7,sunday
807,2025-04-20,London,New York,7.6,3573,10,sunday
808,2025-04-20,Tokyo,Dubai,12.5,4935,7,sunday
809,2025-04-21,Dubai,Sydney,14.4,7508,6,monday
810,2025-04-21,New York,Lima,8.2,3675,3,monday
811,2025-04-21,Los Angeles,Singapore,15.3,8842,2,monday
812,2025-04-21,Paris,Nairobi,8.2,4100,3,monday
813,2025-04-21,London,Tokyo,11.7,6147,6,monday
814,2025-04-21,Los Angeles,New York,6.2,2639,1,monday
815,2025-04-21,Los Angeles,London,11.7,5480,8,monday
816,2025-04-21,Paris,Sydney,22.4,10667,10,monday
817,2025-04-21,Dubai,Los Angeles,16,8385,4,monday
818,2025-04-22,New York,Nairobi,13.6,7377,6,tuesday
819,2025-04-22,Dubai,London,7.1,3406,5,tuesday
820,2025-04-22,Tokyo,Sydney,10,4942,5,tuesday
821,2025-04-22,Tokyo,Dubai,12.4,4998,1,tuesday
822,2025-04-22,Dubai,New York,13.2,6940,4,tuesday
823,2025-04-22,New York,Tokyo,14.6,6814,8,tuesday
824,2025-04-22,New York,Nairobi,13.5,7444,5,tuesday
825,2025-04-22,Singapore,Paris,14.1,6969,9,tuesday
826,2025-04-22,New York,Los Angeles,6.3,2504,3,tuesday
827,2025-04-22,London,Tokyo,11.6,6098,4,tuesday
828,2025-04-23,New York,Nairobi,13.8,7364,6,wednesday
829,2025-04-23,Sydney,Los Angeles,15.5,7618,9,wednesday
830,2025-04-23,Singapore,Tokyo,7.1,3491,6,wednesday
831,2025-04-23,London,Tokyo,11.6,6013,1,wednesday
832,2025-04-23,Tokyo,Dubai,12.2,5185,4,wednesday
833,2025-04-23,Singapore,Los Angeles,15.2,8860,3,wednesday
834,2025-04-24,Singapore,London,15.2,6753,8,thursday
835,2025-04-24,Singapore,London,15.3,6796,5,thursday
836,2025-04-24,London,New York,7.3,3564,7,thursday
837,2025-04-24,London,Singapore,15.3,6763,7,thursday
838,2025-04-24,New York,Nairobi,13.6,7475,10,thursday
839,2025-04-24,Nairobi,Dubai,5.2,2366,1,thursday
840,2025-04-24,Nairobi,Dubai,5.1,2260,4,thursday
841,2025-04-24,London,Paris,1.3,327,9,thursday
842,2025-04-24,Singapore,London,15.2,6834,4,thursday
843,2025-04-25,New York,Lima,8.2,3701,5,friday
844,2025-04-25,Los Angeles,Tokyo,12,5634,3,friday
845,2025-04-25,London,Paris,1.6,357,1,friday
846,2025-04-25,Dubai,Nairobi,5.2,2278,7,friday
847,2025-04-25,London,Paris,1.6,307,5,friday
848,2025-04-25,Sydney,Paris,22.5,10699,6,friday
849,2025-04-25,Paris,Singapore,14.3,7030,8,friday
850,2025-04-25,Tokyo,Sydney,9.9,4908,6,friday
851,2025-04-25,London,Paris,1.5,228,4,friday
852,2025-04-25,Singapore,Dubai,7.6,3642,5,friday
853,2025-04-26,Paris,Sydney,22.7,10646,3,saturday
854,2025-04-26,Singapore,Tokyo,7,3325,6,saturday
855,2025-04-26,Los Angeles,New York,6.1,2677,6,saturday
856,2025-04-26,Dubai,Los Angeles,16,8320,3,saturday
857,2025-04-26,Los Angeles,Paris,10.5,5701,9,saturday
858,2025-04-27,Dubai,Sydney,14.6,7553,8,sunday
859,2025-04-27,New York,Lima,8.3,3836,4,sunday
860,2025-04-27,Singapore,Dubai,7.8,3703,7,sunday
861,2025-04-27,London,New York,7.4,3536,8,sunday
862,2025-04-27,Singapore,Paris,14,6989,9,sunday
863,2025-04-27,Dubai,Paris,6.8,3276,3,sunday
864,2025-04-27,Sydney,London,23.3,10784,4,sunday
865,2025-04-27,Tokyo,Sydney,10,4977,3,sunday
866,2025-04-27,Dubai,Sydney,14.9,7531,9,sunday
867,2025-04-27,Paris,Singapore,14.2,7074,10,sunday
868,2025-04-28,Dubai,Paris,6.7,3357,8,monday
869,2025-04-28,New York,Dubai,13.1,6905,9,monday
870,2025-04-28,Tokyo,Dubai,12.5,4934,5,monday
871,2025-04-28,Dubai,Los Angeles,16.2,8327,1,monday
872,2025-04-28,London,Paris,1.5,261,2,monday
873,2025-04-28,Tokyo,Paris,13.9,6075,1,monday
874,2025-04-28,Sydney,Los Angeles,15.6,7498,5,monday
875,2025-04-29,Dubai,Nairobi,5.3,2223,1,tuesday
876,2025-04-29,Singapore,London,15.3,6812,8,tuesday
877,2025-04-29,Dubai,Nairobi,5.1,2240,10,tuesday
878,2025-04-29,Dubai,Sydney,14.5,7598,2,tuesday
879,2025-04-29,Lima,New York,8.4,3677,7,tuesday
880,2025-04-29,Dubai,Singapore,7.7,3838,3,tuesday
881,2025-04-29,Los Angeles,Lima,8.6,4501,2,tuesday
882,2025-04-29,Los Angeles,Sydney,15.7,7691,8,tuesday
883,2025-04-29,London,New York,7.4,3560,5,tuesday
884,2025-04-29,Dubai,Sydney,14.4,7621,8,tuesday
885,2025-04-30,Paris,Tokyo,13.7,6092,3,wednesday
886,2025-04-30,Singapore,Paris,14.3,7026,3,wednesday
887,2025-04-30,Sydney,New York,23.5,10002,8,wednesday
888,2025-04-30,Los Angeles,Sydney,15.5,7591,8,wednesday
889,2025-04-30,Dubai,New York,13.2,6966,2,wednesday
890,2025-04-30,Nairobi,Dubai,5.3,2212,3,wednesday
891,2025-04-30,Paris,Dubai,6.7,3316,1,wednesday
892,2025-04-30,New York,Sydney,23.2,10083,2,wednesday
893,2025-04-30,Nairobi,Paris,8.2,4053,6,wednesday
